time,festivalId,nazivFestivala,tipKarte,razlog,staraCena,novaCena,deltaCene,procenatPromene
2024-12-03T01:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,15000.0,15095.36,95.36,0.64
2024-12-15T06:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,15095.36,15553.3,457.94,3.03
2024-12-30T21:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,15553.3,16171.08,617.78,3.97
2025-01-08T18:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,16171.08,16797.02,625.94,3.87
2025-01-24T11:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,16797.02,17318.98,521.96,3.11
2025-02-04T15:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,17318.98,18520.41,1201.43,6.94
2025-02-19T08:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,18520.41,19420.83,900.42,4.86
2025-03-06T07:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,19420.83,20622.0,1201.17,6.18
2025-03-18T06:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,20622.0,19428.01,-1193.99,-5.79
2025-03-31T12:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,19428.01,20296.62,868.61,4.47
2025-04-10T22:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,20296.62,20905.79,609.17,3.0
2025-04-21T23:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,20905.79,21670.04,764.25,3.66
2025-05-07T23:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,21670.04,20490.65,-1179.39,-5.44
2025-05-21T02:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,20490.65,21729.42,1238.77,6.05
2025-06-01T08:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,21729.42,22713.76,984.34,4.53
2025-06-14T02:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,22713.76,24154.56,1440.8,6.34
2025-06-28T19:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,24154.56,24799.38,644.82,2.67
2025-07-10T09:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,24799.38,21738.21,-3061.17,-12.34
2025-07-21T05:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,21738.21,23465.35,1727.14,7.95
2025-08-05T01:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,23465.35,24916.89,1451.54,6.19
2025-08-18T02:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,24916.89,21654.38,-3262.51,-13.09
2025-09-01T22:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,21654.38,20102.04,-1552.34,-7.17
2025-09-13T06:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,20102.04,22055.97,1953.93,9.72
2025-09-26T01:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,22055.97,22949.1,893.13,4.05
2025-10-10T08:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,22949.1,25101.41,2152.31,9.38
2025-10-22T00:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,25101.41,25445.27,343.86,1.37
2025-11-02T03:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,25445.27,27989.29,2544.02,10.0
2025-11-17T15:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,27989.29,28015.55,26.26,0.09
2025-11-30T19:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,28015.55,30190.45,2174.9,7.76
2025-12-13T13:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,30190.45,30685.82,495.37,1.64
2025-12-23T09:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,30685.82,33229.19,2543.37,8.29
2026-01-04T21:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,33229.19,35370.85,2141.66,6.45
2026-01-17T06:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,35370.85,31673.41,-3697.44,-10.45
2026-02-01T10:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,31673.41,33801.31,2127.9,6.72
2026-02-11T22:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,33801.31,37599.44,3798.13,11.24
2026-02-26T00:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,37599.44,34229.44,-3370.0,-8.96
2026-03-11T12:17:48Z,F002,Belgrade Beer Fest,VIP All Access,VREMENSKI_PERIOD,34229.44,36428.4,2198.96,6.42
2026-03-23T08:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,36428.4,41253.64,4825.24,13.25
2026-04-08T09:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,41253.64,39829.87,-1423.77,-3.45
2026-04-20T05:17:48Z,F002,Belgrade Beer Fest,VIP All Access,PROMO_AKCIJA,39829.87,35508.54,-4321.33,-10.85
2026-05-01T13:17:48Z,F002,Belgrade Beer Fest,VIP All Access,SEZONSKI_FAKTOR,35508.54,34840.47,-668.07,-1.88
2026-05-16T16:17:48Z,F002,Belgrade Beer Fest,VIP All Access,POVECANJE_TRAZNJE,34840.47,37417.6,2577.13,7.4
2024-12-04T15:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,5000.0,5599.02,599.02,11.98
2024-12-17T21:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,5599.02,4941.7,-657.32,-11.74
2024-12-29T23:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4941.7,4516.15,-425.55,-8.61
2025-01-12T06:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4516.15,3843.58,-672.57,-14.89
2025-01-22T16:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,3843.58,4102.77,259.19,6.74
2025-02-08T15:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4102.77,4315.65,212.88,5.19
2025-02-17T23:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,4315.65,4793.39,477.74,11.07
2025-03-02T20:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,4793.39,5357.76,564.37,11.77
2025-03-14T15:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,5357.76,5531.29,173.53,3.24
2025-03-27T06:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,5531.29,4910.34,-620.95,-11.23
2025-04-10T01:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4910.34,4187.51,-722.83,-14.72
2025-04-22T04:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4187.51,4326.36,138.85,3.32
2025-05-06T17:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4326.36,4567.01,240.65,5.56
2025-05-19T13:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4567.01,4794.23,227.22,4.98
2025-05-31T05:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4794.23,4261.68,-532.55,-11.11
2025-06-15T01:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,4261.68,4755.17,493.49,11.58
2025-06-26T07:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4755.17,4380.72,-374.45,-7.87
2025-07-11T23:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4380.72,4028.65,-352.07,-8.04
2025-07-22T04:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4028.65,4327.57,298.92,7.42
2025-08-05T20:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4327.57,3899.58,-427.99,-9.89
2025-08-17T10:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,3899.58,4185.27,285.69,7.33
2025-09-01T01:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,4185.27,4419.61,234.34,5.6
2025-09-11T14:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,4419.61,4745.81,326.2,7.38
2025-09-24T22:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4745.81,4409.7,-336.11,-7.08
2025-10-09T14:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,4409.7,3899.38,-510.32,-11.57
2025-10-20T11:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,3899.38,4447.88,548.5,14.07
2025-11-02T13:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,4447.88,4701.69,253.81,5.71
2025-11-16T20:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,4701.69,5075.95,374.26,7.96
2025-11-28T12:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,5075.95,5248.07,172.12,3.39
2025-12-10T01:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,5248.07,5240.25,-7.82,-0.15
2025-12-23T02:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,5240.25,5333.01,92.76,1.77
2026-01-07T07:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,5333.01,5785.81,452.8,8.49
2026-01-20T07:17:48Z,F002,Belgrade Beer Fest,Regular,POVECANJE_TRAZNJE,5785.81,6514.16,728.35,12.59
2026-01-31T02:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,6514.16,6603.89,89.73,1.38
2026-02-12T04:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,6603.89,6866.63,262.74,3.98
2026-03-01T17:17:48Z,F002,Belgrade Beer Fest,Regular,PROMO_AKCIJA,6866.63,6503.04,-363.59,-5.3
2026-03-11T06:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,6503.04,6256.64,-246.4,-3.79
2026-03-22T06:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,6256.64,6580.83,324.19,5.18
2026-04-06T10:17:48Z,F002,Belgrade Beer Fest,Regular,SEZONSKI_FAKTOR,6580.83,6316.35,-264.48,-4.02
2026-04-20T17:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,6316.35,6516.74,200.39,3.17
2026-04-30T16:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,6516.74,6860.65,343.91,5.28
2026-05-17T12:17:48Z,F002,Belgrade Beer Fest,Regular,VREMENSKI_PERIOD,6860.65,7330.94,470.29,6.85
2024-12-05T16:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,8000.0,8814.83,814.83,10.19
2024-12-16T16:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,8814.83,8009.22,-805.61,-9.14
2024-12-30T17:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,8009.22,8497.2,487.98,6.09
2025-01-11T17:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,8497.2,8921.2,424.0,4.99
2025-01-24T18:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,8921.2,9429.57,508.37,5.7
2025-02-06T23:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,9429.57,10044.4,614.83,6.52
2025-02-17T08:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,10044.4,10375.35,330.95,3.29
2025-03-04T07:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,10375.35,11388.21,1012.86,9.76
2025-03-15T20:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,11388.21,10876.23,-511.98,-4.5
2025-03-30T15:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,10876.23,11430.38,554.15,5.1
2025-04-08T21:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,11430.38,11777.44,347.06,3.04
2025-04-24T09:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,11777.44,11862.4,84.96,0.72
2025-05-07T04:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,11862.4,12612.74,750.34,6.33
2025-05-20T04:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,12612.74,13247.27,634.53,5.03
2025-05-31T18:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,13247.27,15060.83,1813.56,13.69
2025-06-14T08:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,15060.83,14315.8,-745.03,-4.95
2025-06-26T18:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,14315.8,13138.94,-1176.86,-8.22
2025-07-09T13:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,13138.94,12663.74,-475.2,-3.62
2025-07-24T15:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,12663.74,14226.8,1563.06,12.34
2025-08-07T12:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,14226.8,15120.05,893.25,6.28
2025-08-20T08:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,15120.05,16295.67,1175.62,7.78
2025-08-30T00:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,16295.67,17322.09,1026.42,6.3
2025-09-09T23:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,17322.09,15170.04,-2152.05,-12.42
2025-09-26T15:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,15170.04,16938.07,1768.03,11.65
2025-10-08T01:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,16938.07,18875.76,1937.69,11.44
2025-10-22T14:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,18875.76,18303.21,-572.55,-3.03
2025-11-01T04:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,18303.21,18958.56,655.35,3.58
2025-11-17T12:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,18958.56,20495.72,1537.16,8.11
2025-11-30T04:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,20495.72,18781.75,-1713.97,-8.36
2025-12-13T01:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,18781.75,20463.3,1681.55,8.95
2025-12-24T01:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,20463.3,20425.99,-37.31,-0.18
2026-01-04T13:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,20425.99,19398.25,-1027.74,-5.03
2026-01-21T09:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,19398.25,20663.15,1264.9,6.52
2026-01-31T22:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,20663.15,22248.46,1585.31,7.67
2026-02-13T09:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,22248.46,24586.86,2338.4,10.51
2026-02-25T11:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,24586.86,27496.8,2909.94,11.84
2026-03-11T20:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,27496.8,24879.13,-2617.67,-9.52
2026-03-21T22:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,PROMO_AKCIJA,24879.13,23261.51,-1617.62,-6.5
2026-04-06T08:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,23261.51,24473.3,1211.79,5.21
2026-04-18T00:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,VREMENSKI_PERIOD,24473.3,25218.67,745.37,3.05
2026-05-01T06:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,SEZONSKI_FAKTOR,25218.67,24199.24,-1019.43,-4.04
2026-05-15T23:17:48Z,F002,Belgrade Beer Fest,Fan Pit Pass,POVECANJE_TRAZNJE,24199.24,25693.17,1493.93,6.17
2024-12-03T14:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,25000.0,25435.74,435.74,1.74
2024-12-17T23:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,25435.74,27064.27,1628.53,6.4
2024-12-30T14:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,27064.27,27401.08,336.81,1.24
2025-01-08T21:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,27401.08,27078.81,-322.27,-1.18
2025-01-26T09:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,27078.81,24056.71,-3022.1,-11.16
2025-02-07T03:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,24056.71,24854.79,798.08,3.32
2025-02-18T06:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,24854.79,27076.3,2221.51,8.94
2025-03-02T10:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,27076.3,30470.34,3394.04,12.54
2025-03-18T16:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,30470.34,32065.82,1595.48,5.24
2025-03-31T00:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,32065.82,33439.46,1373.64,4.28
2025-04-09T10:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,33439.46,31584.33,-1855.13,-5.55
2025-04-22T01:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,31584.33,27773.35,-3810.98,-12.07
2025-05-09T08:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,27773.35,29571.82,1798.47,6.48
2025-05-20T13:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,29571.82,31438.71,1866.89,6.31
2025-06-01T03:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,31438.71,33328.4,1889.69,6.01
2025-06-13T17:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,33328.4,33825.09,496.69,1.49
2025-06-28T08:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,33825.09,38711.94,4886.85,14.45
2025-07-08T20:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,38711.94,34345.78,-4366.16,-11.28
2025-07-25T13:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,34345.78,35639.74,1293.96,3.77
2025-08-03T13:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,35639.74,36931.01,1291.27,3.62
2025-08-16T04:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,36931.01,40117.49,3186.48,8.63
2025-08-30T02:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,40117.49,42516.3,2398.81,5.98
2025-09-09T23:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,42516.3,37622.25,-4894.05,-11.51
2025-09-27T03:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,37622.25,35539.9,-2082.35,-5.53
2025-10-08T23:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,35539.9,32169.55,-3370.35,-9.48
2025-10-22T09:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,32169.55,34239.11,2069.56,6.43
2025-11-02T06:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,34239.11,31525.67,-2713.44,-7.92
2025-11-15T15:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,31525.67,35235.04,3709.37,11.77
2025-12-01T03:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,35235.04,33204.84,-2030.2,-5.76
2025-12-10T03:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,33204.84,38011.09,4806.25,14.47
2025-12-21T20:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,38011.09,39465.23,1454.14,3.83
2026-01-08T09:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,39465.23,45235.7,5770.47,14.62
2026-01-20T09:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,45235.7,49331.66,4095.96,9.05
2026-02-02T16:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,49331.66,45993.7,-3337.96,-6.77
2026-02-16T15:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,45993.7,51086.92,5093.22,11.07
2026-03-01T01:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,51086.92,54763.67,3676.75,7.2
2026-03-12T09:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,54763.67,55171.82,408.15,0.75
2026-03-25T21:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,55171.82,50967.87,-4203.95,-7.62
2026-04-08T06:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,VREMENSKI_PERIOD,50967.87,54864.64,3896.77,7.65
2026-04-17T08:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,SEZONSKI_FAKTOR,54864.64,56415.12,1550.48,2.83
2026-04-29T18:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,PROMO_AKCIJA,56415.12,48524.55,-7890.57,-13.99
2026-05-16T00:17:48Z,F002,Belgrade Beer Fest,Backstage Experience,POVECANJE_TRAZNJE,48524.55,53518.19,4993.64,10.29
2024-12-01T22:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,3000.0,2678.5,-321.5,-10.72
2024-12-15T11:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,2678.5,2320.07,-358.43,-13.38
2024-12-29T17:17:48Z,F002,Belgrade Beer Fest,Day Pass,SEZONSKI_FAKTOR,2320.07,2483.79,163.72,7.06
2025-01-10T19:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,2483.79,2650.69,166.9,6.72
2025-01-23T09:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,2650.69,2433.79,-216.9,-8.18
2025-02-05T04:17:48Z,F002,Belgrade Beer Fest,Day Pass,SEZONSKI_FAKTOR,2433.79,2660.91,227.12,9.33
2025-02-16T21:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,2660.91,2827.52,166.61,6.26
2025-03-02T15:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,2827.52,2539.17,-288.35,-10.2
2025-03-16T09:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,2539.17,2859.33,320.16,12.61
2025-03-28T02:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,2859.33,3249.39,390.06,13.64
2025-04-10T09:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,3249.39,3639.69,390.3,12.01
2025-04-26T14:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,3639.69,3772.96,133.27,3.66
2025-05-06T07:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,3772.96,4194.2,421.24,11.16
2025-05-20T16:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,4194.2,4409.38,215.18,5.13
2025-05-31T03:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,4409.38,4748.57,339.19,7.69
2025-06-13T19:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,4748.57,4903.4,154.83,3.26
2025-06-28T02:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,4903.4,5359.86,456.46,9.31
2025-07-07T21:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,5359.86,5993.91,634.05,11.83
2025-07-23T17:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,5993.91,5147.11,-846.8,-14.13
2025-08-02T22:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,5147.11,5425.59,278.48,5.41
2025-08-17T16:17:48Z,F002,Belgrade Beer Fest,Day Pass,SEZONSKI_FAKTOR,5425.59,5658.45,232.86,4.29
2025-09-01T00:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,5658.45,5882.44,223.99,3.96
2025-09-14T05:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,5882.44,5039.9,-842.54,-14.32
2025-09-26T10:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,5039.9,5376.03,336.13,6.67
2025-10-09T19:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,5376.03,5644.16,268.13,4.99
2025-10-18T23:17:48Z,F002,Belgrade Beer Fest,Day Pass,SEZONSKI_FAKTOR,5644.16,6109.77,465.61,8.25
2025-11-03T00:17:48Z,F002,Belgrade Beer Fest,Day Pass,VREMENSKI_PERIOD,6109.77,6467.77,358.0,5.86
2025-11-18T08:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,6467.77,5854.72,-613.05,-9.48
2025-11-28T01:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,5854.72,6459.84,605.12,10.34
2025-12-10T22:17:48Z,F002,Belgrade Beer Fest,Day Pass,PROMO_AKCIJA,6459.84,6130.09,-329.75,-5.1
2025-12-23T11:17:48Z,F002,Belgrade Beer Fest,Day Pass,POVECANJE_TRAZNJE,6130.09,6437.45,307.36,5.01
